L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
21,0.8,11,1.415,16,375.762851,2893.261935,375.765003,56.762966,428.21367,56.772617,136
21,0.8,11,1.415,17,430.611703,3323.64469,430.613666,337.438626,2621.899416,337.440542,136
21,0.8,11,1.415,18,35.481703,263.947632,35.483766,32.865783,249.877849,32.867748,140
21,0.8,11,1.415,19,24.622136,183.8557,24.6241,20.914487,156.195446,20.916587,140
21,0.8,11,1.415,20,273.015671,2121.819822,273.017652,141.734815,1094.191849,141.736622,137
21,0.8,12,1.415,1,0.070106,0.192334,0.072268,0.090946,0.243804,0.092846,115
21,0.8,12,1.415,2,0.212687,1.116887,0.214635,0.316922,1.466158,0.318705,118
21,0.8,12,1.415,3,0.59293,3.22629,0.594875,0.340771,2.057772,0.343318,120
21,0.8,12,1.415,4,0.294067,1.26028,0.296127,0.270161,1.214967,0.272157,123
21,0.8,12,1.415,5,0.861031,3.098426,0.86299,0.594097,2.927323,0.596261,125
21,0.8,12,1.415,6,1.682748,11.127142,1.684708,1.006038,6.783215,1.007829,126
21,0.8,12,1.415,7,8.093523,57.583723,8.095558,1.976047,13.328496,1.977892,128
21,0.8,12,1.415,8,4.59221,33.412288,4.594129,1.419877,9.637223,1.421743,130
21,0.8,12,1.415,9,14.301356,101.435215,14.303325,2.471987,17.564086,2.473874,132
