L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
19,0.8,18,3.0,2.432099,14.199408,2.434828,1.963186,13.249274,1.9656,37
19,0.8,19,3.0,1.763996,10.018158,1.768629,0.41003,2.750942,0.412368,37
19,0.8,20,3.0,2.154635,12.750288,2.15752,1.358384,9.264161,1.360798,37
19,0.8,21,3.0,1.833269,10.966075,1.835963,1.362033,9.456066,1.364409,37
19,0.8,22,3.0,1.604906,10.002404,1.607666,0.525326,3.643501,0.527768,37
19,0.8,23,3.0,1.720729,10.758362,1.72345,1.464671,9.807739,1.467088,37
19,0.8,24,3.0,2.254316,12.922224,2.25737,1.931079,10.84734,1.935181,37
19,0.8,25,3.0,2.460883,12.727382,2.46467,7.341967,44.209355,7.344332,37
19,0.8,26,3.0,1.793197,11.063367,1.796269,0.434463,2.826381,0.436843,37
19,0.8,27,3.0,1.86545,11.881549,1.868418,1.587498,10.391608,1.589936,37
19,0.8,28,3.0,1.482203,9.748773,1.486863,1.39439,9.761855,1.396766,37
19,0.8,29,3.0,2.022088,10.082945,2.024741,1.34006,8.442766,1.342433,37
19,0.8,30,3.0,2.695842,15.839633,2.699956,2.197718,14.916072,2.200036,37
19,0.8,31,3.0,1.731357,10.464671,1.73513,0.582285,4.063763,0.584565,37
19,0.8,32,3.0,2.350614,13.070329,2.353366,1.681755,11.687375,1.684049,37
19,0.8,33,3.0,1.406379,8.328869,1.409901,1.228628,7.344384,1.231009,37
19,0.8,34,3.0,2.451456,14.496747,2.454289,2.151848,14.224616,2.154296,37
19,0.8,35,3.0,1.944769,9.805354,1.947607,0.50799,3.189468,0.510348,37
19,0.8,36,3.0,2.134255,13.131145,2.136913,0.440792,2.905783,0.44312,37
19,0.8,37,3.0,2.383111,15.015379,2.385715,1.653453,11.167126,1.655802,37
19,0.8,38,3.0,1.835679,10.24071,1.838361,0.458606,2.818241,0.460928,37
19,0.8,39,3.0,1.593396,9.063082,1.59612,1.149331,7.340751,1.151686,37
19,0.8,40,3.0,3.446901,23.910797,3.449727,0.055429,0.102666,0.057762,36
27,0.8,0,3.0,1888.757956,14824.615286,1888.762491,1098.897605,8315.057127,1098.902164,71
27,0.8,1,3.0,1860.981716,14582.508112,1860.985929,32.038652,218.174722,32.042752,71
27,0.8,2,3.0,492.926801,3664.895714,492.931572,397.519093,3015.040974,397.523527,72
27,0.8,3,3.0,819.690583,6334.089325,819.694653,97.07986,715.971712,97.083942,72
27,0.8,4,3.0,953.553721,7428.549864,953.557891,2099.430255,15566.438557,2099.434623,72
27,0.8,5,3.0,1171.381136,9036.894301,1171.385949,1787.857945,13877.501849,1787.86226,72
27,0.8,6,3.0,431.901841,3241.957307,431.909042,709.768158,5501.605105,709.772788,72
27,0.8,7,3.0,986.249511,7596.028089,986.25432,61.036892,450.053991,61.041461,71
27,0.8,8,3.0,426.661224,3340.582092,426.66536,115.017547,871.502432,115.021739,72
27,0.8,9,3.0,1868.643686,14624.627364,1868.647855,1494.800932,11660.159782,1494.805537,72
27,0.8,10,3.0,2290.364769,17130.804514,2290.373279,239.148569,1726.818386,239.152813,71
27,0.8,11,3.0,3149.281968,24136.69193,3149.286797,1738.305399,13062.448985,1738.309719,71
27,0.8,12,3.0,1961.229763,15122.823056,1961.234276,431.024693,3263.633186,431.02927,71
27,0.8,13,3.0,644.45042,5004.694356,644.455076,398.453047,3067.708351,398.457241,72
27,0.8,14,3.0,714.026743,5483.36776,714.033352,568.622865,4396.482132,568.627326,72
27,0.8,15,3.0,1752.347207,13779.584895,1752.352795,276.882415,2037.546301,276.886644,71
27,0.8,16,3.0,1229.468551,8572.438827,1229.472928,1413.35164,10690.742155,1413.355943,71
27,0.8,17,3.0,1992.291884,13556.739868,1992.29612,487.797132,3574.005074,487.80141,72
27,0.8,18,3.0,3046.525425,23929.950097,3046.530392,94.476089,714.115518,94.48035,71
27,0.8,19,3.0,881.037025,6536.776496,881.043285,652.045153,5027.184425,652.04936,72
